gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
rpoA_ex,0.03*s,0.0277*s,0.0262*s,4.547,8.384,7.967
rps2_ex,0.059s,0.0741s,0.0673s,2.9,5.52,5.792
ndhJ_ex,0.001*s,0.00122*s,0.000756*s,1.717,2.555,2.415
rpl22_ex,0.019*s,0.0163*s,0.0186*s,2.515,3.36,3.146
ndhK_ex,0.333s,0.314s,0.333s,2.58,4.105,4.055
psbL_ex,0.002*s,0.00278*s,0.00341*s,1.359,0.441,0.483
psaA_ex,0.252s,0.243s,0.262s,6.139,10.415,12.487
atpB_ex,0.069s,0.0618s,0.059s,4.777,9.75,11.99
rpl16_ex,0.034*s,0.0299*s,0.032*s,1.699,2.418,2.357
ndhE_ex,0.008*s,0.0102*s,0.00945*s,1.106,1.695,1.56
petD_ex,0.024*s,0.0268*s,0.0241*s,1.845,2.796,3.222
petB_ex,0.056s,0.0603s,0.0619s,2.137,3.862,4.063
ndhG_ex,0.036*s,0.0418*s,0.0362*s,2.046,3.143,2.694
ndhB_ex,0.088s,0.0919s,0.0929s,4.777,8.123,9.433
psbH_ex,0.053s,0.0448*s,0.0454*s,0.982,1.535,1.526
psbM_ex,2e-08*s,4.48e-05*s,2.27e-05*s,0.59,1.135,1.201
matK_ex,0.009*s,0.0104*s,0.00743*s,6.505,9.361,8.791
ccsA_ex,0.082s,0.0902s,0.0958s,3.482,5.769,5.055
psbB_ex,0.231s,0.226s,0.215s,4.634,6.992,6.915
rpl23_ex,0.015*s,0.0169*s,0.0175*s,1.338,3.135,2.996
ndhH_ex,0.109s,0.116s,0.106s,3.581,5.886,6.53
psbD_ex,6e-75*s,3.2e-116*s,4.34e-23*s,2.853,5.506,6.158
ycf1_auto_ex,0.109s,0.118s,0.109s,37.149,103.936,91.169
ndhI_ex,0.068s,0.0658s,0.0592s,1.944,2.936,3.472
rps16_ex,0.069s,0.0716s,0.0597s,1.514,2.776,2.662
ycf4_ex,0.01*s,0.0104*s,0.00949*s,2.115,3.526,4.301
atpI_ex,0.095s,0.097s,0.107s,2.414,4.666,5.613
rpoC2_ex,0.218s,0.234s,0.231s,15.86,28.02,27.158
atpF_ex,0.023*s,0.0317*s,0.0317*s,2.056,3.427,4.086
ycf3_ex,0.157s,0.141s,0.165s,1.696,3.234,3.097
atpA_ex,0.081s,0.0848s,0.0744s,4.5,9.683,8.087
psaB_ex,0.132s,0.122s,0.131s,5.934,11.505,13.089
ycf2_auto_ex,0.024*s,0.0232*s,0.0242*s,27.256,204.838,175.596
psbA_ex,0.114s,0.129s,0.125s,3.304,4.813,5.154
cemA_ex,0*s,0.17s,0.175s,0.038,4.73,5.877
rpl33_ex,0.001*s,0.000704*s,0.00172*s,1.085,1.633,1.626
